x,y,z
-0.750161951,0.640987939,-3.53E-05
-0.75585928,0.634387426,-3.49E-05
-0.761498412,0.62773807,-3.45E-05
-0.767078928,0.621040393,-3.41E-05
-0.772600414,0.614294924,-3.36E-05
-0.778062459,0.607502194,-3.32E-05
-0.78346466,0.600662739,-3.28E-05
-0.788806618,0.593777096,-3.24E-05
-0.794087936,0.586845807,-3.20E-05
-0.799308227,0.579869417,-3.16E-05
-0.804467106,0.572848475,-3.11E-05
-0.809564193,0.565783533,-3.07E-05
-0.814599115,0.558675144,-3.03E-05
-0.819571502,0.551523868,-2.98E-05
-0.824480991,0.544330265,-2.94E-05
-0.829327224,0.537094899,-2.90E-05
-0.834109847,0.529818338,-2.85E-05
-0.838828513,0.522501152,-2.81E-05
-0.843482878,0.515143913,-2.77E-05
-0.848072605,0.507747198,-2.72E-05
-0.852597363,0.500311586,-2.68E-05
-0.857056824,0.492837656,-2.63E-05
-0.861450668,0.485325995,-2.59E-05
-0.865778579,0.477777187,-2.54E-05
-0.870040245,0.470191824,-2.50E-05
-0.874235364,0.462570495,-2.45E-05
-0.878363633,0.454913797,-2.40E-05
-0.882424761,0.447222324,-2.36E-05
-0.886418458,0.439496677,-2.31E-05
-0.890344441,0.431737457,-2.27E-05
-0.894202432,0.423945267,-2.22E-05
-0.897992161,0.416120713,-2.17E-05
-0.90171336,0.408264403,-2.13E-05
-0.905365769,0.400376948,-2.08E-05
-0.908949133,0.392458959,-2.03E-05
-0.912463202,0.38451105,-1.98E-05
-0.915907731,0.376533837,-1.94E-05
-0.919282484,0.368527939,-1.89E-05
-0.922587227,0.360493975,-1.84E-05
-0.925821733,0.352432566,-1.79E-05
-0.928985781,0.344344336,-1.74E-05
-0.932079155,0.33622991,-1.70E-05
-0.935101646,0.328089914,-1.65E-05
-0.938053049,0.319924976,-1.60E-05
-0.940933165,0.311735725,-1.55E-05
-0.943741803,0.303522793,-1.50E-05
-0.946478774,0.295286812,-1.45E-05
-0.949143897,0.287028416,-1.40E-05
-0.951736998,0.278748239,-1.36E-05
-0.954257905,0.270446919,-1.31E-05
-0.956706455,0.262125091,-1.26E-05
-0.95908249,0.253783395,-1.21E-05
-0.961385857,0.245422471,-1.16E-05
-0.963616409,0.237042958,-1.11E-05
-0.965774005,0.228645499,-1.06E-05
-0.96785851,0.220230735,-1.01E-05
-0.969869794,0.21179931,-9.60E-06
-0.971807734,0.203351869,-9.10E-06
-0.973672212,0.194889056,-8.60E-06
-0.975463115,0.186411516,-8.10E-06
-0.977180338,0.177919895,-7.60E-06
-0.978823779,0.169414841,-7.10E-06
-0.980393344,0.160897,-6.60E-06
-0.981888943,0.152367021,-6.10E-06
-0.983310494,0.143825551,-5.59E-06
-0.984657919,0.135273238,-5.09E-06
-0.985931146,0.126710733,-4.59E-06
-0.987130109,0.118138683,-4.08E-06
-0.988254749,0.109557738,-3.58E-06
-0.989305009,0.100968547,-3.08E-06
-0.990280843,0.09237176,-2.57E-06
-0.991182207,0.083768027,-2.07E-06
-0.992009063,0.075157997,-1.56E-06
-0.99276138,0.06654232,-1.06E-06
-0.993439133,0.057921645,-5.52E-07
-0.994042301,0.049296621,-4.74E-08
-0.994570871,0.040667898,4.58E-07
-0.995024833,0.032036124,9.63E-07
-0.995404184,0.023401948,1.47E-06
-0.995708928,0.014766018,1.97E-06
-0.995939072,0.006128981,2.48E-06
-0.996094632,-0.002508514,2.98E-06
-0.996175626,-0.011145822,3.49E-06
-0.99618208,-0.019782296,3.99E-06
-0.996114025,-0.02841729,4.49E-06
-0.995971498,-0.037050159,5.00E-06
-0.995754542,-0.04568026,5.50E-06
-0.995463203,-0.054306948,6.00E-06
-0.995097535,-0.062929582,6.50E-06
-0.994657598,-0.071547518,7.01E-06
-0.994143456,-0.080160117,7.51E-06
-0.993555179,-0.088766739,8.01E-06
-0.992892843,-0.097366743,8.51E-06
-0.992156529,-0.105959493,9.01E-06
-0.991346323,-0.114544352,9.50E-06
-0.990462318,-0.123120684,1.00E-05
-0.989504612,-0.131687854,1.05E-05
-0.988473307,-0.140245229,1.10E-05
-0.987368512,-0.148792177,1.15E-05
-0.98619034,-0.157328068,1.20E-05
-0.984938912,-0.165852272,1.25E-05
-0.983614351,-0.174364162,1.30E-05
-0.982216788,-0.18286311,1.35E-05
-0.980746358,-0.191348493,1.40E-05
-0.979203201,-0.199819686,1.44E-05
-0.977587465,-0.208276068,1.49E-05
-0.975899299,-0.21671702,1.54E-05
-0.97413886,-0.225141921,1.59E-05
-0.972306311,-0.233550157,1.64E-05
-0.970401818,-0.241941111,1.69E-05
-0.968425553,-0.250314171,1.74E-05
-0.966377693,-0.258668726,1.78E-05
-0.964258422,-0.267004166,1.83E-05
-0.962067926,-0.275319884,1.88E-05
-0.959806398,-0.283615275,1.93E-05
-0.957474037,-0.291889734,1.98E-05
-0.955071044,-0.300142662,2.02E-05
-0.952597628,-0.308373458,2.07E-05
-0.950054001,-0.316581525,2.12E-05
-0.947440382,-0.324766269,2.16E-05
-0.944756994,-0.332927098,2.21E-05
-0.942004063,-0.34106342,2.26E-05
-0.939181823,-0.349174648,2.30E-05
-0.936290511,-0.357260196,2.35E-05
-0.933330369,-0.365319481,2.40E-05
-0.930301646,-0.373351922,2.44E-05
-0.927204592,-0.38135694,2.49E-05
-0.924039465,-0.38933396,2.53E-05
-0.920806526,-0.397282408,2.58E-05
-0.917506041,-0.405201713,2.63E-05
-0.914138283,-0.413091308,2.67E-05
-0.910703525,-0.420950627,2.72E-05
-0.907202049,-0.428779106,2.76E-05
-0.903634139,-0.436576187,2.80E-05
-0.900000084,-0.444341311,2.85E-05
-0.89630018,-0.452073924,2.89E-05
-0.892534724,-0.459773474,2.94E-05
-0.88870402,-0.467439413,2.98E-05
-0.884808375,-0.475071194,3.02E-05
-0.880848101,-0.482668274,3.07E-05
-0.876823514,-0.490230114,3.11E-05
-0.872734936,-0.497756176,3.15E-05
-0.868582691,-0.505245927,3.20E-05
-0.864367109,-0.512698835,3.24E-05
-0.860088523,-0.520114372,3.28E-05
-0.855747272,-0.527492015,3.32E-05
-0.851343697,-0.53483124,3.36E-05
-0.846878146,-0.542131531,3.40E-05
-0.842350968,-0.549392371,3.45E-05
-0.837762519,-0.556613249,3.49E-05
-0.833113157,-0.563793656,3.53E-05
-0.828403245,-0.570933087,3.57E-05
-0.82363315,-0.57803104,3.61E-05
-0.818803243,-0.585087017,3.65E-05
-0.813913898,-0.592100522,3.69E-05
-0.808965496,-0.599071064,3.73E-05
-0.803958417,-0.605998154,3.76E-05
-0.79889305,-0.612881308,3.80E-05
-0.793769784,-0.619720043,3.84E-05
-0.788589013,-0.626513884,3.88E-05
-0.783351137,-0.633262355,3.92E-05
-0.778056555,-0.639964986,3.96E-05
-0.772705675,-0.64662131,3.99E-05
-0.767298905,-0.653230864,4.03E-05
-0.761836657,-0.659793188,4.07E-05
-0.756319349,-0.666307826,4.10E-05
-0.750747401,-0.672774327,4.14E-05
-0.745121235,-0.679192241,4.17E-05
-0.739441278,-0.685561125,4.21E-05
-0.733707962,-0.691880537,4.25E-05
-0.727921721,-0.69815004,4.28E-05
-0.72208299,-0.704369202,4.32E-05
-0.716192212,-0.710537593,4.35E-05
-0.710249831,-0.716654787,4.38E-05
-0.704256292,-0.722720364,4.42E-05
-0.698212048,-0.728733905,4.45E-05
-0.692117552,-0.734694997,4.48E-05
-0.685973261,-0.740603231,4.52E-05
-0.679779635,-0.746458201,4.55E-05
-0.673537137,-0.752259506,4.58E-05
-0.667246233,-0.758006748,4.61E-05
-0.660907394,-0.763699534,4.64E-05
-0.654521091,-0.769337474,4.68E-05
-0.648087801,-0.774920183,4.71E-05
-0.641608,-0.78044728,4.74E-05
-0.635082171,-0.785918388,4.77E-05
-0.628510797,-0.791333135,4.80E-05
-0.621894366,-0.796691152,4.83E-05
-0.615233367,-0.801992074,4.85E-05
-0.608528293,-0.807235542,4.88E-05
-0.601779638,-0.812421199,4.91E-05
-0.594987902,-0.817548694,4.94E-05
-0.588153584,-0.822617679,4.97E-05
-0.581277188,-0.827627811,4.99E-05
-0.574359219,-0.832578753,5.02E-05
-0.567400186,-0.837470168,5.05E-05
-0.560400599,-0.842301727,5.07E-05
-0.553360972,-0.847073105,5.10E-05
-0.546281821,-0.851783979,5.13E-05
-0.539163664,-0.856434033,5.15E-05
-0.53200702,-0.861022955,5.18E-05
-0.524812414,-0.865550435,5.20E-05
-0.51758037,-0.870016171,5.22E-05
-0.510311415,-0.874419863,5.25E-05
-0.50300608,-0.878761216,5.27E-05
-0.495664895,-0.88303994,5.29E-05
-0.488288395,-0.887255749,5.32E-05
-0.480877115,-0.891408361,5.34E-05
-0.473431595,-0.895497499,5.36E-05
-0.465952373,-0.899522892,5.38E-05
-0.458439992,-0.903484271,5.40E-05
-0.450894996,-0.907381373,5.42E-05
-0.443317931,-0.91121394,5.44E-05
-0.435709345,-0.914981716,5.46E-05
-0.428069787,-0.918684453,5.48E-05
-0.42039981,-0.922321905,5.50E-05
-0.412699965,-0.925893833,5.52E-05
-0.404970809,-0.929399999,5.54E-05
-0.397212899,-0.932840174,5.56E-05
-0.389426791,-0.93621413,5.57E-05
-0.381613048,-0.939521646,5.59E-05
-0.373772229,-0.942762504,5.61E-05
-0.365904898,-0.945936491,5.62E-05
-0.358011621,-0.9490434,5.64E-05
-0.350092962,-0.952083028,5.65E-05
-0.34214949,-0.955055175,5.67E-05
-0.334181774,-0.957959648,5.68E-05
-0.326190384,-0.960796258,5.70E-05
-0.318175891,-0.963564819,5.71E-05
-0.310138869,-0.966265153,5.73E-05
-0.302079892,-0.968897083,5.74E-05
-0.293999536,-0.971460441,5.75E-05
-0.285898376,-0.973955059,5.76E-05
-0.277776992,-0.976380778,5.78E-05
-0.269635961,-0.97873744,5.79E-05
-0.261475864,-0.981024894,5.80E-05
-0.253297281,-0.983242995,5.81E-05
-0.245100796,-0.985391599,5.82E-05
-0.23688699,-0.987470569,5.83E-05
-0.228656448,-0.989479773,5.84E-05
-0.220409754,-0.991419084,5.85E-05
-0.212147494,-0.993288378,5.86E-05
-0.203870255,-0.995087538,5.86E-05
-0.195578624,-0.99681645,5.87E-05
-0.187273188,-0.998475005,5.88E-05
-0.178954537,-1.000063099,5.89E-05
-0.17062326,-1.001580634,5.89E-05
-0.162279947,-1.003027516,5.90E-05
-0.153925188,-1.004403655,5.90E-05
-0.145559575,-1.005708965,5.91E-05
-0.137183699,-1.006943369,5.91E-05
-0.128798153,-1.008106789,5.92E-05
-0.120403529,-1.009199157,5.92E-05
-0.11200042,-1.010220407,5.93E-05
-0.103589419,-1.011170477,5.93E-05
-0.095171121,-1.012049313,5.93E-05
-0.08674612,-1.012856863,5.93E-05
-0.078315009,-1.013593081,5.94E-05
-0.069878383,-1.014257925,5.94E-05
-0.061436838,-1.014851359,5.94E-05
-0.052990967,-1.015373351,5.94E-05
-0.044541367,-1.015823873,5.94E-05
-0.036088632,-1.016202904,5.94E-05
-0.027633357,-1.016510426,5.94E-05
-0.019176138,-1.016746427,5.94E-05
-0.010717571,-1.016910898,5.94E-05
-0.002258249,-1.017003836,5.93E-05
0.006201232,-1.017025244,5.93E-05
0.014660276,-1.016975127,5.93E-05
0.02311829,-1.016853497,5.93E-05
0.031574678,-1.016660369,5.92E-05
0.040028846,-1.016395765,5.92E-05
0.048480201,-1.016059711,5.91E-05
0.056928147,-1.015652236,5.91E-05
0.065372093,-1.015173375,5.90E-05
0.073811444,-1.01462317,5.90E-05
0.082245608,-1.014001663,5.89E-05
0.090673993,-1.013308905,5.89E-05
0.099096007,-1.01254495,5.88E-05
0.107511058,-1.011709857,5.87E-05
0.115918557,-1.010803689,5.86E-05
0.124317913,-1.009826514,5.86E-05
0.132708537,-1.008778406,5.85E-05
0.141089839,-1.007659443,5.84E-05
0.149461232,-1.006469707,5.83E-05
0.157822127,-1.005209285,5.82E-05
0.16617194,-1.00387827,5.81E-05
0.174510083,-1.002476758,5.80E-05
0.182835971,-1.001004849,5.79E-05
0.191149021,-0.999462652,5.78E-05
0.19944865,-0.997850275,5.77E-05
0.207734274,-0.996167835,5.75E-05
0.216005312,-0.994415451,5.74E-05
0.224261184,-0.992593249,5.73E-05
0.232501312,-0.990701357,5.71E-05
0.240725116,-0.98873991,5.70E-05
0.248932019,-0.986709046,5.69E-05
0.257121445,-0.984608908,5.67E-05
0.26529282,-0.982439645,5.66E-05
0.27344557,-0.980201409,5.64E-05
0.281579122,-0.977894356,5.63E-05
0.289692905,-0.975518649,5.61E-05
0.29778635,-0.973074454,5.59E-05
0.305858889,-0.970561941,5.58E-05
0.313909953,-0.967981287,5.56E-05
0.321938977,-0.96533267,5.54E-05
0.329945398,-0.962616276,5.52E-05
0.337928652,-0.959832292,5.50E-05
0.345888178,-0.956980914,5.49E-05
0.353823416,-0.954062338,5.47E-05
0.361733809,-0.951076768,5.45E-05
0.3696188,-0.94802441,5.43E-05
0.377477834,-0.944905476,5.41E-05
0.385310357,-0.941720181,5.38E-05
0.393115819,-0.938468747,5.36E-05
0.40089367,-0.935151397,5.34E-05
0.408643362,-0.931768361,5.32E-05
0.416364348,-0.928319873,5.30E-05
0.424056085,-0.92480617,5.28E-05
0.43171803,-0.921227495,5.25E-05
0.439349642,-0.917584096,5.23E-05
0.446950384,-0.913876222,5.20E-05
0.454519718,-0.91010413,5.18E-05
0.46205711,-0.906268079,5.16E-05
0.469562028,-0.902368333,5.13E-05
0.477033941,-0.898405161,5.11E-05
0.484472321,-0.894378836,5.08E-05
0.491876641,-0.890289634,5.05E-05
0.499246378,-0.886137837,5.03E-05
0.506581011,-0.881923731,5.00E-05
0.513880018,-0.877647604,4.97E-05
0.521142884,-0.873309751,4.95E-05
0.528369093,-0.86891047,4.92E-05
0.535558132,-0.864450064,4.89E-05
0.542709492,-0.859928838,4.86E-05
0.549822664,-0.855347104,4.83E-05
0.556897144,-0.850705176,4.81E-05
0.563932427,-0.846003373,4.78E-05
0.570928014,-0.841242018,4.75E-05
0.577883406,-0.836421438,4.72E-05
0.584798109,-0.831541964,4.69E-05
0.591671629,-0.826603932,4.65E-05
0.598503477,-0.821607679,4.62E-05
0.605293164,-0.816553551,4.59E-05
0.612040206,-0.811441893,4.56E-05
0.61874412,-0.806273057,4.53E-05
0.625404428,-0.801047398,4.50E-05
0.632020653,-0.795765275,4.46E-05
0.638592321,-0.790427051,4.43E-05
0.64511896,-0.785033093,4.40E-05
0.651600103,-0.779583772,4.36E-05
0.658035285,-0.774079461,4.33E-05
0.664424043,-0.76852054,4.29E-05
0.670765918,-0.762907391,4.26E-05
0.677060454,-0.7572404,4.23E-05
0.683307197,-0.751519956,4.19E-05
0.689505697,-0.745746453,4.15E-05
0.695655507,-0.739920288,4.12E-05
0.701756183,-0.734041863,4.08E-05
0.707807284,-0.728111582,4.05E-05
0.713808371,-0.722129853,4.01E-05
0.719759012,-0.716097089,3.97E-05
0.725658773,-0.710013705,3.94E-05
0.731507227,-0.703880119,3.90E-05
0.73730395,-0.697696756,3.86E-05
0.743048519,-0.691464042,3.82E-05
0.748740517,-0.685182405,3.78E-05
0.754379529,-0.67885228,3.75E-05
0.759965143,-0.672474104,3.71E-05
0.765496951,-0.666048316,3.67E-05
0.77097455,-0.659575361,3.63E-05
0.776397538,-0.653055686,3.59E-05
0.781765517,-0.646489742,3.55E-05
0.787078094,-0.639877982,3.51E-05
0.792334878,-0.633220863,3.47E-05
0.797535483,-0.626518847,3.43E-05
0.802679525,-0.619772397,3.39E-05
0.807766625,-0.61298198,3.35E-05
0.812796407,-0.606148067,3.31E-05
0.817768499,-0.599271131,3.26E-05
0.822682532,-0.592351649,3.22E-05
0.827538143,-0.585390102,3.18E-05
0.83233497,-0.578386971,3.14E-05
0.837072656,-0.571342744,3.10E-05
0.841750849,-0.56425791,3.05E-05
0.846369198,-0.55713296,3.01E-05
0.850927359,-0.549968391,2.97E-05
0.85542499,-0.5427647,2.92E-05
0.859861754,-0.535522389,2.88E-05
0.864237317,-0.528241962,2.84E-05
0.86855135,-0.520923927,2.79E-05
0.872803528,-0.513568792,2.75E-05
0.876993528,-0.506177072,2.70E-05
0.881121033,-0.498749282,2.66E-05
0.885185731,-0.49128594,2.61E-05
0.889187313,-0.483787568,2.57E-05
0.893125472,-0.47625469,2.52E-05
0.896999909,-0.468687832,2.48E-05
0.900810328,-0.461087523,2.43E-05
0.904556435,-0.453454297,2.39E-05
0.908237942,-0.445788686,2.34E-05
0.911854567,-0.43809123,2.30E-05
0.915406029,-0.430362466,2.25E-05
0.918892053,-0.422602938,2.20E-05
0.922312369,-0.414813191,2.16E-05
0.92566671,-0.406993771,2.11E-05
0.928954814,-0.399145228,2.06E-05
0.932176424,-0.391268115,2.02E-05
0.935331286,-0.383362985,1.97E-05
0.938419151,-0.375430395,1.92E-05
0.941439776,-0.367470905,1.88E-05
0.94439292,-0.359485075,1.83E-05
0.947278349,-0.351473469,1.78E-05
0.950095832,-0.343436653,1.73E-05
0.952845143,-0.335375194,1.69E-05
0.955526061,-0.327289662,1.64E-05
0.958138368,-0.31918063,1.59E-05
0.960681852,-0.311048671,1.54E-05
0.963156306,-0.302894362,1.49E-05
0.965561528,-0.294718281,1.44E-05
0.967897318,-0.286521007,1.40E-05
0.970163484,-0.278303122,1.35E-05
0.972359837,-0.270065211,1.30E-05
0.974486193,-0.261807858,1.25E-05
0.976542373,-0.253531652,1.20E-05
0.978528202,-0.245237182,1.15E-05
0.980443511,-0.236925037,1.10E-05
0.982288135,-0.228595812,1.05E-05
0.984061915,-0.2202501,1.01E-05
0.985764696,-0.211888497,9.56E-06
0.987396327,-0.2035116,9.06E-06
0.988956663,-0.19512001,8.57E-06
0.990445564,-0.186714325,8.08E-06
0.991862896,-0.178295148,7.58E-06
0.993208526,-0.169863082,7.08E-06
0.994482331,-0.161418732,6.59E-06
0.99568419,-0.152962704,6.09E-06
0.996813987,-0.144495606,5.59E-06
0.997871613,-0.136018046,5.10E-06
0.998856962,-0.127530634,4.60E-06
0.999769933,-0.119033982,4.10E-06
1.000610432,-0.1105287,3.60E-06
1.001378368,-0.102015403,3.10E-06
1.002073657,-0.093494706,2.60E-06
1.002696219,-0.084967222,2.10E-06
1.00324598,-0.07643357,1.60E-06
1.003722868,-0.067894366,1.10E-06
1.004126821,-0.059350228,6.05E-07
1.004457779,-0.050801776,1.06E-07
1.004715688,-0.042249629,-3.94E-07
1.004900499,-0.033694408,-8.94E-07
1.005012168,-0.025136735,-1.39E-06
1.005050658,-0.016577232,-1.89E-06
1.005015934,-0.008016521,-2.39E-06
1.004907969,0.000544774,-2.89E-06
1.00472674,0.00910603,-3.39E-06
1.00447223,0.017666621,-3.89E-06
1.004144427,0.026225924,-4.39E-06
1.003743323,0.034783311,-4.89E-06
1.003268917,0.043338159,-5.38E-06
1.002721214,0.05188984,-5.88E-06
1.002100221,0.060437729,-6.38E-06
1.001405953,0.068981199,-6.87E-06
1.00063843,0.077519622,-7.37E-06
0.999797677,0.086052372,-7.87E-06
0.998883724,0.094578822,-8.36E-06
0.997896607,0.103098344,-8.86E-06
0.996836367,0.111610312,-9.35E-06
0.99570305,0.120114098,-9.84E-06
0.994496709,0.128609074,-1.03E-05
0.993217399,0.137094614,-1.08E-05
0.991865185,0.145570091,-1.13E-05
0.990440132,0.154034878,-1.18E-05
0.988942316,0.162488349,-1.23E-05
0.987371815,0.170929877,-1.28E-05
0.985728712,0.179358837,-1.33E-05
0.984013097,0.187774603,-1.38E-05
0.982225066,0.19617655,-1.42E-05
0.980364717,0.204564053,-1.47E-05
0.978432158,0.212936488,-1.52E-05
0.976427498,0.221293233,-1.57E-05
0.974350856,0.229633663,-1.62E-05
0.972202351,0.237957157,-1.67E-05
0.969982112,0.246263094,-1.71E-05
0.967690272,0.254550851,-1.76E-05
0.965326968,0.262819811,-1.81E-05
0.962892344,0.271069353,-1.86E-05
0.96038655,0.279298859,-1.90E-05
0.957809738,0.287507712,-1.95E-05
0.95516207,0.295695296,-2.00E-05
0.95244371,0.303860995,-2.04E-05
0.949654828,0.312004196,-2.09E-05
0.946795602,0.320124285,-2.14E-05
0.943866211,0.328220651,-2.18E-05
0.940866843,0.336292683,-2.23E-05
0.937797689,0.344339771,-2.28E-05
0.934658948,0.352361308,-2.32E-05
0.931450822,0.360356688,-2.37E-05
0.928173519,0.368325305,-2.41E-05
0.924827252,0.376266555,-2.46E-05
0.921412242,0.384179836,-2.50E-05
0.917928711,0.392064548,-2.55E-05
0.914376889,0.399920092,-2.59E-05
0.910757012,0.407745871,-2.64E-05
0.907069319,0.415541288,-2.68E-05
0.903314057,0.423305751,-2.73E-05
0.899491474,0.431038667,-2.77E-05
0.895601829,0.438739446,-2.81E-05
0.891645382,0.4464075,-2.86E-05
0.8876224,0.454042243,-2.90E-05
0.883533155,0.46164309,-2.94E-05
0.879377924,0.46920946,-2.99E-05
0.875156989,0.476740773,-3.03E-05
0.870870637,0.48423645,-3.07E-05
0.866519162,0.491695916,-3.12E-05
0.862102862,0.499118597,-3.16E-05
0.857622039,0.506503923,-3.20E-05
0.853077003,0.513851325,-3.24E-05
0.848468065,0.521160236,-3.28E-05
0.843795546,0.528430093,-3.32E-05
0.839059768,0.535660334,-3.36E-05
0.83426106,0.5428504,-3.40E-05
0.829399757,0.549999735,-3.45E-05
0.824476197,0.557107786,-3.49E-05
0.819490723,0.564174002,-3.52E-05
0.814443686,0.571197834,-3.56E-05
0.809335438,0.578178737,-3.60E-05
0.80416634,0.585116169,-3.64E-05
0.798936754,0.59200959,-3.68E-05
0.793647049,0.598858464,-3.72E-05
0.788297599,0.605662256,-3.76E-05
0.782888784,0.612420436,-3.80E-05
0.777420985,0.619132477,-3.83E-05
0.771894593,0.625797853,-3.87E-05
0.766309999,0.632416044,-3.91E-05
0.760667602,0.638986531,-3.94E-05
0.754967805,0.645508801,-3.98E-05
0.749211015,0.65198234,-4.02E-05
0.743397644,0.658406642,-4.05E-05
0.737528109,0.6647812,-4.09E-05
0.731602833,0.671105515,-4.12E-05
0.72562224,0.677379089,-4.16E-05
0.719586762,0.683601426,-4.19E-05
0.713496835,0.689772036,-4.23E-05
0.707352898,0.695890433,-4.26E-05
0.701155397,0.701956133,-4.30E-05
0.694904779,0.707968656,-4.33E-05
0.688601499,0.713927527,-4.36E-05
0.682246014,0.719832274,-4.39E-05
0.675838788,0.725682428,-4.43E-05
0.669380286,0.731477525,-4.46E-05
0.66287098,0.737217104,-4.49E-05
0.656311345,0.742900711,-4.52E-05
0.649701861,0.748527891,-4.55E-05
0.643043013,0.754098198,-4.58E-05
0.636335287,0.759611186,-4.61E-05
0.629579177,0.765066417,-4.64E-05
0.622775179,0.770463454,-4.67E-05
0.615923793,0.775801866,-4.70E-05
0.609025525,0.781081226,-4.73E-05
0.602080883,0.78630111,-4.76E-05
0.595090379,0.791461101,-4.79E-05
0.588054531,0.796560785,-4.81E-05
0.580973859,0.801599751,-4.84E-05
0.573848888,0.806577595,-4.87E-05
0.566680145,0.811493916,-4.90E-05
0.559468164,0.816348319,-4.92E-05
0.55221348,0.821140412,-4.95E-05
0.544916632,0.825869807,-4.97E-05
0.537578164,0.830536124,-5.00E-05
0.530198624,0.835138986,-5.02E-05
0.522778561,0.839678018,-5.05E-05
0.51531853,0.844152854,-5.07E-05
0.507819088,0.848563132,-5.10E-05
0.500280797,0.852908492,-5.12E-05
0.492704222,0.857188582,-5.14E-05
0.48508993,0.861403054,-5.16E-05
0.477438492,0.865551565,-5.19E-05
0.469750484,0.869633777,-5.21E-05
0.462026483,0.873649356,-5.23E-05
0.45426707,0.877597975,-5.25E-05
0.44647283,0.881479312,-5.27E-05
0.43864435,0.885293047,-5.29E-05
0.43078222,0.88903887,-5.31E-05
0.422887035,0.892716473,-5.33E-05
0.41495939,0.896325553,-5.35E-05
0.406999885,0.899865815,-5.37E-05
0.399009122,0.903336967,-5.38E-05
0.390987706,0.906738722,-5.40E-05
0.382936246,0.910070802,-5.42E-05
0.374855352,0.913332929,-5.44E-05
0.366745638,0.916524835,-5.45E-05
0.358607718,0.919646256,-5.47E-05
0.350442213,0.922696932,-5.48E-05
0.342249742,0.925676611,-5.50E-05
0.334030931,0.928585045,-5.51E-05
0.325786403,0.931421992,-5.53E-05
0.317516789,0.934187215,-5.54E-05
0.309222719,0.936880483,-5.55E-05
0.300904825,0.939501572,-5.57E-05
0.292563743,0.942050263,-5.58E-05
0.284200111,0.94452634,-5.59E-05
0.275814567,0.946929597,-5.60E-05
0.267407754,0.949259831,-5.61E-05
0.258980315,0.951516846,-5.63E-05
0.250532896,0.953700451,-5.64E-05
0.242066144,0.955810462,-5.65E-05
0.233580707,0.957846699,-5.66E-05
0.225077239,0.959808989,-5.66E-05
0.21655639,0.961697165,-5.67E-05
0.208018816,0.963511066,-5.68E-05
0.199465173,0.965250537,-5.69E-05
0.190896118,0.966915428,-5.70E-05
0.18231231,0.968505595,-5.70E-05
0.173714411,0.970020902,-5.71E-05
0.165103082,0.971461217,-5.72E-05
0.156478987,0.972826414,-5.72E-05
0.147842789,0.974116374,-5.73E-05
0.139195156,0.975330983,-5.73E-05
0.130536753,0.976470136,-5.73E-05
0.12186825,0.977533729,-5.74E-05
0.113190315,0.978521668,-5.74E-05
0.104503618,0.979433864,-5.74E-05
0.095808831,0.980270235,-5.75E-05
0.087106626,0.981030702,-5.75E-05
0.078397675,0.981715197,-5.75E-05
0.069682651,0.982323653,-5.75E-05
0.06096223,0.982856013,-5.75E-05
0.052237085,0.983312225,-5.75E-05
0.043507892,0.983692242,-5.75E-05
0.034775328,0.983996025,-5.75E-05
0.026040069,0.98422354,-5.75E-05
0.017302791,0.984374759,-5.75E-05
0.008564171,0.984449662,-5.75E-05
-0.000175113,0.984448232,-5.74E-05
-0.008914383,0.984370462,-5.74E-05
-0.017652962,0.984216349,-5.74E-05
-0.026390171,0.983985895,-5.73E-05
-0.035125333,0.983679111,-5.73E-05
-0.043857771,0.983296014,-5.72E-05
-0.052586805,0.982836624,-5.72E-05
-0.061311759,0.98230097,-5.71E-05
-0.070031955,0.981689088,-5.71E-05
-0.078746716,0.981001017,-5.70E-05
-0.087455365,0.980236805,-5.69E-05
-0.096157225,0.979396506,-5.69E-05
-0.104851621,0.978480178,-5.68E-05
-0.113537877,0.977487887,-5.67E-05
-0.122215318,0.976419706,-5.66E-05
-0.13088327,0.975275711,-5.65E-05
-0.139541059,0.974055988,-5.64E-05
-0.148188012,0.972760627,-5.63E-05
-0.156823458,0.971389725,-5.62E-05
-0.165446724,0.969943384,-5.61E-05
-0.174057141,0.968421713,-5.60E-05
-0.18265404,0.966824828,-5.59E-05
-0.191236752,0.96515285,-5.58E-05
-0.19980461,0.963405905,-5.56E-05
-0.208356948,0.961584128,-5.55E-05
-0.216893102,0.959687659,-5.54E-05
-0.225412408,0.957716642,-5.52E-05
-0.233914204,0.95567123,-5.51E-05
-0.242397829,0.953551581,-5.49E-05
-0.250862624,0.951357859,-5.48E-05
-0.259307932,0.949090233,-5.46E-05
-0.267733097,0.94674888,-5.45E-05
-0.276137463,0.944333982,-5.43E-05
-0.284520379,0.941845727,-5.41E-05
-0.292881193,0.939284308,-5.40E-05
-0.301219256,0.936649927,-5.38E-05
-0.309533921,0.933942788,-5.36E-05
-0.317824542,0.931163104,-5.34E-05
-0.326090477,0.928311093,-5.32E-05
-0.334331083,0.925386978,-5.30E-05
-0.342545723,0.922390989,-5.28E-05
-0.350733758,0.919323361,-5.26E-05
-0.358894554,0.916184335,-5.24E-05
-0.367027478,0.912974159,-5.22E-05
-0.375131901,0.909693085,-5.20E-05
-0.383207194,0.906341372,-5.18E-05
-0.391252731,0.902919284,-5.16E-05
-0.399267892,0.899427091,-5.13E-05
-0.407252054,0.895865069,-5.11E-05
