,t,x
395,3.95,15.932281741972616
396,3.96,15.860732915967061
397,3.97,15.76381030073852
398,3.98,15.64166895179565
399,3.99,15.494504269241313
400,4.0,15.322551685174155
401,4.01,15.126086287047412
402,4.0200000000000005,14.905422377587687
403,4.03,14.660912971977694
404,4.04,14.392949233107169
405,4.05,14.101959845795754
406,4.0600000000000005,13.788410330988695
407,4.07,13.452802301022743
408,4.08,13.095672657153253
409,4.09,12.717592730626823
410,4.1,12.319167368673147
411,4.11,11.901033966878435
412,4.12,11.463861449488597
413,4.13,11.008349199272926
414,4.14,10.535225938661
415,4.15,10.045248563942176
416,4.16,9.539200934393158
417,4.17,9.017892618270112
418,4.18,8.482157597672328
419,4.19,7.9328529343486665
420,4.2,7.3708573985818004
421,4.21,6.797070063342921
422,4.22,6.212408865966973
423,4.23,5.617809139648634
424,4.24,5.014222117108945
425,4.25,4.402613408825551
426,4.26,3.783961458262139
427,4.2700000000000005,3.159255976567512
428,4.28,2.5294963592490967
429,4.29,1.8956900873529932
430,4.3,1.2588511157094424
431,4.3100000000000005,0.6199982508212819
432,4.32,-0.019846479008896325
433,4.33,-0.6596594587063501
434,4.34,-1.2984171239897198
435,4.3500000000000005,-1.9350975988556427
436,4.36,-2.5686823303621447
437,4.37,-3.198157718096406
438,4.38,-3.8225167357189735
439,4.39,-4.4407605419911365
440,4.4,-5.051900078707893
441,4.41,-5.654957652979868
442,4.42,-6.248968501333703
443,4.43,-6.832982333127587
444,4.44,-7.4060648508136735
445,4.45,-7.967299244614647
446,4.46,-8.515787659224095
447,4.47,-9.050652630183265
448,4.48,-9.571038487637109
449,4.49,-10.076112725223338
450,4.5,-10.565067331905283
451,4.51,-11.037120084617008
452,4.5200000000000005,-11.49151579965343
453,4.53,-11.927527540802991
454,4.54,-12.344457782290775
455,4.55,-12.74163952467077
456,4.5600000000000005,-13.118437361882792
457,4.57,-13.474248497766483
458,4.58,-13.808503710406793
459,4.59,-14.120668262767472
460,4.6000000000000005,-14.41024275815632
461,4.61,-14.676763939153263
462,4.62,-14.919805428723551
463,4.63,-15.138978412329957
464,4.64,-15.333932259953121
465,4.65,-15.504355087024798
466,4.66,-15.64997425337657
467,4.67,-15.770556799406059
468,4.68,-15.865909818762521
469,4.69,-15.935880766955883
470,4.7,-15.980357705395363
471,4.71,-15.999269480467374
472,4.72,-15.992585837366097
473,4.73,-15.96031746849472
474,4.74,-15.902515996359893
475,4.75,-15.819273890986707
476,4.76,-15.710724321986392
477,4.7700000000000005,-15.577040945513327
478,4.78,-15.418437626452294
479,4.79,-15.235168096280209
480,4.8,-15.027525547149933
481,4.8100000000000005,-14.795842162845338
482,4.82,-14.540488587358201
483,4.83,-14.261873331936755
484,4.84,-13.960442121554927
485,4.8500000000000005,-13.6366771818474
486,4.86,-13.291096467651593
487,4.87,-12.92425283439024
488,4.88,-12.536733153620755
489,4.89,-12.129157374165915
490,4.9,-11.702177530327948
491,4.91,-11.25647669877289
492,4.92,-10.792767905753424
493,4.93,-10.31179298641911
494,4.94,-9.81432139803833
495,4.95,-9.30114898903097
496,4.96,-8.773096725780457
497,4.97,-8.231009379262847
498,4.98,-7.675754173593386
499,4.99,-7.108219398653119
