,r,theta
703,2.577370660552473,1.0088926600952768
704,2.567663521954749,0.9998262581222647
705,2.557912282493528,0.9906908849152851
706,2.5481203586878807,0.9814854447220829
707,2.5382912190583413,0.9722088441805149
708,2.528428384085969,0.9628599932699009
709,2.518535426133569,0.953437806322302
710,2.5086159693260934,0.9439412030957358
711,2.4986736893871253,0.9343691099113167
712,2.4887123134281595,0.924720460856244
713,2.4787356196873276,0.9149941990545298
714,2.4687474372140024,0.9051892780072573
715,2.4587516454956257,0.8953046630040865
716,2.448752174022934,0.8853393326075952
717,2.438753001789641,0.8752922802119405
718,2.4287581567224996,0.8651625156771505
719,2.4187717150375336,0.8549490670401962
720,2.408797800518114,0.8446509823037972
721,2.3988405837104367,0.8342673313036786
722,2.388904281031874,0.8237972076547738
723,2.3789931537875457,0.8132397307765632
724,2.369111507090419,0.8025940479974557
725,2.359263688680136,0.7918593367377554
726,2.349454087635758,0.7810348067704257
727,2.339687132977572,0.7701197025584231
728,2.3299672921530816,0.7591133056669681
729,2.3202990694023335,0.7480149372486242
730,2.3106870039977916,0.7368239605985875
731,2.301135668353982,0.7255397837770209
732,2.2916496660023005,0.7141618622947218
733,2.2822336294264383,0.7026897018577806
734,2.2728922177541118,0.6911228611662907
735,2.2636301143009465,0.6794609547614707
736,2.2544520239626182,0.6677036559148882
737,2.2453626704516596,0.6558506995527368
738,2.2363667933756672,0.6439018852074092
739,2.227469145154024,0.631857079987814
740,2.2186744877706857,0.6197162215591405
741,2.2099875893610634,0.6074793211219717
742,2.201413220631579,0.5951464663798893
743,2.19295615111105,0.5827178244839121
744,2.1846211452336957,0.5701936449413498
745,2.176412958254293,0.5575742624759171
746,2.1683363319967004,0.5448600998252021
747,2.16039599043784,0.5320516704609434
748,2.1525966351300356,0.5191495812168924
749,2.144942940465538,0.5061545348084929
750,2.13743954878799,0.49306733222806026
751,2.130091065356634,0.47988887499875876
752,2.1229020531700176,0.46662016727029154
753,2.115877027657102,0.45326231773900716
754,2.109020451244683,0.43981654137496595
755,2.1023367278112297,0.42628416093855004
756,2.0958301970382798,0.41266660826928586
757,2.0895051286717403,0.3989654253298458
758,2.0833657167064716,0.385182264988594
759,2.077416073508699,0.37131889152465863
760,2.0716602238918336,0.3573771808402136
761,2.0661020991623165,0.34335912036560395
762,2.0607455311530827,0.32926680864399754
763,2.0555942462631664,0.3151024545835428
764,2.050651859522788,0.30086837636640107
765,2.0459218687040392,0.2865670000056404
766,2.0414076484979224,0.2722008575426993
767,2.037112444779035,0.25777258488007304
768,2.0330393689796384,0.2432849192458705
769,2.0291913925951017,0.22874069628907856
770,2.025571341842885,0.21414284680664308
771,2.022181892497206,0.19949439310580777
772,2.0190255649213875,0.18479844500762466
773,2.0161047193195527,0.1700581954999703
774,2.01342155122885,0.15527691605093125
775,2.0109780872727443,0.14045795159585742
776,2.0087761811950853,0.12560471521388047
777,2.0068175101936943,0.11072068251202116
778,2.0051035715710452,0.09580938573733702
779,2.0036356797183617,0.08087440763969059
780,2.0024149634479698,0.06591937510978715
781,2.001442363687212,0.050947952618929246
782,2.0007186315455185,0.035963835488623
783,2.0002443267644305,0.02097074301956433
784,2.0000198165584884,0.005972411510774145
785,2.0000452748529285,-0.009027412799458404
786,2.000320681922113,-0.02402498083845675
787,2.0008458244305505,-0.039016547817136836
788,2.0016202958763096,-0.05399838032819999
789,2.0026434974345233,-0.06896676339187138
790,2.0039146391966534,-0.08391800741693099
791,2.0054327417991726,-0.09884845504554722
792,2.007196638433349,-0.11375448785136769
793,2.009204977225969,-0.1286325328616107
794,2.0114562239790454,-0.1434790688753428
795,2.0139486652548846,-0.15829063255185452
796,2.0166804117913513,-0.17306382424488423
797,2.0196494022307543,-0.1877953135605397
798,2.0228534071445208,-0.2024818446189307
799,2.0262900333347003,-0.21712024100184038
800,2.029956728392417,-0.23170741037117798
801,2.0338507854925942,-0.24624034874536774
802,2.0379693484036308,-0.26071614442335617
803,2.0423094166903115,-0.2751319815483774
804,2.0468678510878946,-0.28948514330609226
805,2.051641379025215,-0.3037730147541113
806,2.0566266002746785,-0.3179930852823083
807,2.0618199927071723,-0.33214295070549266
808,2.0672179181302552,-0.34622031499223727
809,2.072816628188421,-0.3602229916356169
810,2.0786122703048084,-0.3741489046735054
811,2.084600893644395,-0.38799608936778857
812,2.0907784550794783,-0.40176269255341934
813,2.097140825139122,-0.41544697266961006
814,2.1036837939251654,-0.42904729948673204
815,2.110403076978378,-0.44256215354345546
816,2.117294321079385,-0.45599012530962757
817,2.124353109970082,-0.4693299140910455
818,2.1315749699823217,-0.48258032669284806
819,2.1389553755618236,-0.49574027585863223
820,2.146489754676332,-0.5088087785026486
821,2.154173494098199,-0.5217849537525271
822,2.1620019445526553,-0.5346680208199419
823,2.1699704257241406,-0.547457296716515
824,2.1780742311140857,-0.560152193831923
825,2.1863086327446095,-0.5727522173908837
826,2.1946688857035346,-0.5852569628052076
827,2.203150232527101,-0.5976661129365882
828,2.211747907417641,-0.6099794352852103
829,2.2204571402943207,-0.6221967791186108
830,2.229273160675845,-0.6343180725545247
831,2.2381912013947938,-0.6463433196107584
832,2.2472065021438943,-0.6582725972343149
833,2.256314312855214,-0.6701060523212898
834,2.2655098969138074,-0.6818438987382415
835,2.274788534207894,-0.693486414354961
836,2.2841455240180992,-0.7050339380977939
837,2.293576187748735,-0.7164868670318946
838,2.303075871504445,-0.727845653480024
839,2.3126399485158933,-0.7391108021848107
840,2.3222638214184217,-0.7502828675206095
841,2.331942924387874,-0.7613624507604738
842,2.341672725137958,-0.7723501974030602
843,2.351448726783695,-0.783246794563666
844,2.3612664695756105,-0.794052968433003
845,2.371121532509435,-0.8047694818067487
846,2.3810095348161338,-0.8153971316883881
847,2.3909261373371042,-0.825936746967346
848,2.4008670437894466,-0.8363891861739988
849,2.4108280019261032,-0.8467553353126475
850,2.4208048045957367,-0.8570361057732155
851,2.4307932907070775,-0.8672324323220303
852,2.4407893461024592,-0.8773452711717254
853,2.450788904345153,-0.8873755981300084
854,2.4607879474250134,-0.897324406826755
855,2.470782506386859,-0.9071927070186544
856,2.4807686618859055,-0.9169815229704296
857,2.490742544674398,-0.92669189191142
858,2.500700336023523,-0.9363248625661964
859,2.510638268084512,-0.945881493757704
860,2.520552624192718,-0.9553628530813058
861,2.5304397391183144,-0.9647700156480017
862,2.5402959992671272,-0.9741040628950048
863,2.550117842834942,-0.9833660814617758
864,2.5599017599185547,-0.9925571621295932
865,2.569644292586596,-1.001678398822639
866,2.5793420349131133,-1.0107308876686039
867,2.5889916329767066,-1.0197157261167655
868,2.598589784827882,-1.0286340121114927
869,2.6081332404271804,-1.0374868433191347
870,2.6176188015564903,-1.0462753164062573
871,2.6270433217058082,-1.055000526367199
872,2.6364037059376617,-1.0636635658989757
873,2.64569691073119,-1.0722655248215314
874,2.6549199438078444,-1.0808074895414321
875,2.6640698639405254,-1.0892905425570907
876,2.6731437807478704,-1.0977157620036777
877,2.6821388544753075,-1.106084221235906
878,2.6910522957643908,-1.1143969884469296
879,2.6998813654118416,-1.122655126321645
880,2.7086233741196177,-1.1308596917227312
881,2.717275682237285,-1.139011735407832
882,2.725835699497819,-1.1471123017763079
883,2.7343008847479444,-1.1551624286440685
884,2.742668745674038,-1.1631631470450339
885,2.750936838524503,-1.1711154810578286
886,2.759102767829524,-1.1790204476563737
887,2.767164186119001,-1.1868790565830818
888,2.775118793639408,-1.1946923102434182
889,2.7829643380702955,-1.2024612036206643
890,2.7906986142410584,-1.2101867242097175
891,2.798319463848573,-1.2178698519688727
892,2.8058247751762506,-1.2255115592885342
893,2.813212482815,-1.233112810975877
894,2.820480567386577,-1.2406745642545147
895,2.827627055269718,-1.2481977687782755
896,2.8346500183294596,-1.255683366658229
897,2.84154757364999,-1.2631322925021682
898,2.84831788327135,-1.270545473465753
899,2.8549591539302623,-1.2779238293145978
900,2.8614696368053663,-1.2852682724966071
901,2.867847627267078,-1.2925797082238988
902,2.874091464632291,-1.299859034563693
903,2.8801995319241067,-1.3071071425375778
904,2.8861702556367606,-1.3143249162285975
905,2.892002105505884,-1.3215132328956254
906,2.897693594284246,-1.3286729630945493
907,2.9032432775230754,-1.3358049708057702
908,2.9086497533590734,-1.3429101135675985
909,2.9139116623071835,-1.3499892426151183
910,2.9190276870592125,-1.357043203024135
911,2.923996552288355,-1.3640728338598365
912,2.9288170244596547,-1.3710789683298246
913,2.933487911646477,-1.3780624339411867
914,2.9380080633529895,-1.3850240526613211
915,2.9423763703426964,-1.391964641082207
916,2.946591764473045,-1.3988850105878745
917,2.950653218536096,-1.4057859675248112
918,2.9545597461052826,-1.4126683133750846
919,2.958310401388252,-1.4195328449319502
920,2.961904279085787,-1.4263803544777576
921,2.965340514256786,-1.4332116299639448
922,2.968618282189323,-1.440027455192974
923,2.971736798277744,-1.4468286100020145
924,2.9746953179057924,-1.45361587044824
925,2.977493136335759,-1.4603900089955928
926,2.9801295886036265,-1.4671517947028818
927,2.982604049420183,-1.4739019934130946
928,2.984915933078108,-1.4806413679438093
929,2.9870646933649803,-1.4873706782786016
930,2.989049823482216,-1.4940906817593411
931,2.990870855969894,-1.5008021332793078
932,2.992527362637467,-1.507505785477014
933,2.994018954500321,-1.5142023889306784
934,2.995345281722187,-1.520892692353266
935,2.996506033563364,-1.5275774427880282
936,2.9975009383347637,-1.5342573858044815
937,2.9983297633577357,-1.5409332656947614
938,2.998992314929683,-1.547605825670291
939,2.9994884382954417,-1.5542758080587253
940,2.999818017624425,-1.560943954501099
941,2.999980975993519,-1.5676110061491417
942,2.9999772753757252,1.5673149497270848
943,2.9998069166345447,1.560647865182513
944,2.999469939524108,1.55397965293831
945,2.9989664226950428,1.5473095718252041
946,2.998296483706086,1.5406368801758579
947,2.997460279041448,1.533960835627551
948,2.996458004133916,1.527280694925043
949,2.9952898933937386,1.5205957137236448
950,2.993956220243264,1.5139051463925581
951,2.992457297157367,1.5072082458185383
952,2.9907934757096704,1.5005042632099341
953,2.9889651466245732,1.4937924479011682
954,2.9869727398351027,1.4870720471577188
955,2.9848167245466133,1.4803423059816812
956,2.982497609306331,1.473602466917961
957,2.980015942078797,1.466851769861206
958,2.977372310327192,1.4600894518635406
959,2.97456734110058,1.4533147469432013
960,2.971601701127106,1.446526885894173
961,2.9684760969131263,1.439725096096928
962,2.9651912748483444,1.4329086013303816
963,2.9617480213169247,1.4260766215851972
964,2.958147162814633,1.4192283728785509
965,2.954389566072003,1.4123630670705216
966,2.9504761381835594,1.405479911682247
967,2.946407826743093,1.3985781097160084
968,2.942185619985016,1.3916568594774297
969,2.93781054693179,1.38471535439997
970,2.933283677547434,1.3777527828719194
971,2.92860612289713,1.370768328066121
972,2.923779035312878,1.3637611677726318
973,2.9188036085652413,1.3567304742346002
974,2.91368107804112,1.3496754139876068
975,2.9084127209275583,1.342595147702761
976,2.902999856401541,1.3354888300338577
977,2.8974438458257348,1.3283556094689184
978,2.8917460929501284,1.3211946281864608
979,2.885908044119518,1.3140050219168675
980,2.8799311884867533,1.30678591980925
981,2.873817058231659,1.2995364443042068
982,2.867567228785546,1.2922557110129442
983,2.861183319061184,1.2849428286032092
984,2.8546669916881124,1.277596898692538
985,2.8480199532531345,1.2702170157493515
986,2.84124395454584,1.262802267002452
987,2.8343407908089477,1.255351732359508
988,2.8273123019932833,1.2478644843351694
989,2.820160373017125,1.2403395879894399
990,2.8128869340296894,1.2327761008770386
991,2.8054939606784393,1.2251730730084585
992,2.79798347437992,1.2175295468235086
993,2.790357542593748,1.2098445571781438
994,2.7826182790993834,1.2021171313454462
995,2.774767844275259,1.1943462890316505
996,2.766808445379806,1.1865310424081665
997,2.75874233683386,1.1786703961605687
998,2.7505718205039216,1.1707633475556167
